Rank	Name	RegType	Chrom	Start	End	Strand	ScorePerCodon	NumCodons	Bls	AntiScorePerCodon	ScoreDiff	Parent	SvmScore	SvmAntisenseScore
3035	chr17:47323783-47323809+	NoOverlap	chr17	47323783	47323809	+	6.18446666667	9	0.74	2.1322	4.05226666667	NA	-0.0740797062149	0.491729785945
3036	chr17:64500748-64500795+	NoOverlap	chr17	64500748	64500795	+	1.06351875	16	0.9311	-0.54306875	1.6065875	NA	-0.0741300316907	0.438414477097
3037	chr17:37512243-37512272+	Extension	chr17	37512243	37512272	+	0.85218	10	0.9967	-1.6685	2.52068	chr17:37512243-37512872+	-0.0742488633858	0.45189335287
3038	chr17:56594079-56594105+	NoOverlap	chr17	56594079	56594105	+	7.305	9	0.8283	5.60112222222	1.70387777778	NA	-0.0742896408541	0.34687400415
3039	chr17:42676927-42676998-	NoOverlap	chr17	42676927	42676998	-	-0.920475	24	0.8711	-1.9258875	1.0054125	NA	-0.0743832954512	0.466106085942
3040	chr17:57257039-57257083-	NoOverlap	chr17	57257039	57257083	-	1.90876666667	15	0.7463	-5.88912666667	7.79789333333	NA	-0.0745450282287	0.756367800289
3041	chr17:78360340-78360372+	NoOverlap	chr17	78360340	78360372	+	1.17011818182	11	0.6084	0.0567181818182	1.1134	NA	-0.0748438336855	0.383735055371
3042	chr17:68512631-68512672+	NoOverlap	chr17	68512631	68512672	+	2.07469285714	14	0.6791	-0.784471428571	2.85916428571	NA	-0.074863896143	0.487457802427
3043	chr17:50751360-50751404-	NoOverlap	chr17	50751360	50751404	-	0.502626666667	15	0.9596	-0.53594	1.03856666667	NA	-0.0748847617662	0.407171051283
3044	chr17:7294874-7294903+	NoOverlap	chr17	7294874	7294903	+	5.39523	10	0.9134	4.84818	0.54705	NA	-0.0749349008018	0.308354509744
3045	chr17:7307950-7308000-	NoOverlap	chr17	7307950	7308000	-	0.731288235294	17	0.6936	-3.70620588235	4.43749411765	NA	-0.0750555738707	0.598202688321
3046	chr17:67675329-67675355+	NoOverlap	chr17	67675329	67675355	+	0.747788888889	9	0.6183	-8.21025555556	8.95804444444	NA	-0.0752923979089	0.756535337293
3047	chr17:38477665-38477736+	NoOverlap	chr17	38477665	38477736	+	-0.174208333333	24	0.8357	0.795508333333	-0.969716666667	NA	-0.0753052482607	0.35816835744
3048	chr17:44206593-44206625-	NoOverlap	chr17	44206593	44206625	-	1.52377272727	11	0.9498	-5.80217272727	7.32594545455	NA	-0.0754268289645	0.701315270802
3049	chr17:48626737-48626763+	NoOverlap	chr17	48626737	48626763	+	4.32741111111	9	0.9065	-4.39886666667	8.72627777778	NA	-0.0755073085805	0.75418430263
3050	chr17:73092685-73092714-	NoOverlap	chr17	73092685	73092714	-	4.5766	10	0.9085	-0.29136	4.86796	NA	-0.0755639276962	0.557140587444
3051	chr17:47189258-47189293-	NoOverlap	chr17	47189258	47189293	-	2.62661666667	12	0.9545	2.72125	-0.0946333333333	NA	-0.0759338244735	0.31384546975
3052	chr17:38870039-38870086+	NoOverlap	chr17	38870039	38870086	+	2.7903375	16	0.7569	2.67055	0.1197875	NA	-0.0762386059237	0.344321569794
3053	chr17:72121350-72121400-	NoOverlap	chr17	72121350	72121400	-	0.793688235294	17	0.8723	-5.88762941176	6.68131764706	NA	-0.0762562230395	0.713881739913
3054	chr17:37067104-37067142+	NoOverlap	chr17	37067104	37067142	+	-0.501038461538	13	1.0	-0.2803	-0.220738461538	NA	-0.0763335500056	0.344512414641
3055	chr17:42507534-42507560+	NoOverlap	chr17	42507534	42507560	+	0.0410111111111	9	0.9944	-7.30704444444	7.34805555556	NA	-0.0766999865915	0.683225628904
3056	chr17:8120330-8120371+	NoOverlap	chr17	8120330	8120371	+	-1.13993571429	14	1.0	-1.20037142857	0.0604357142857	NA	-0.0772735722934	0.368367646731
3057	chr17:7211647-7211691-	NoOverlap	chr17	7211647	7211691	-	0.71362	15	0.9505	-0.84926	1.56288	NA	-0.0773107330598	0.43271868459
3058	chr17:61252130-61252162-	NoOverlap	chr17	61252130	61252162	-	0.868618181818	11	0.989	-0.7726	1.64121818182	NA	-0.0774475574112	0.412867616968
3059	chr17:43778973-43779002-	NoOverlap	chr17	43778973	43779002	-	5.84076	10	0.8066	0.31522	5.52554	NA	-0.0775793816546	0.587097983323
3060	chr17:63426306-63426338-	NoOverlap	chr17	63426306	63426338	-	0.216209090909	11	1.0	-1.00549090909	1.2217	NA	-0.0780668998728	0.397091498184
3061	chr17:48997421-48997465+	NoOverlap	chr17	48997421	48997465	+	1.2614	15	0.9125	-3.70011333333	4.96151333333	NA	-0.0781181323106	0.611220963227
3062	chr17:36728014-36728043+	NoOverlap	chr17	36728014	36728043	+	2.43492	10	0.9527	-3.24513	5.68005	NA	-0.0781325941654	0.610182682398
3063	chr17:42676956-42677000-	NoOverlap	chr17	42676956	42677000	-	2.93850666667	15	0.8723	1.12743333333	1.81107333333	NA	-0.0781753424887	0.429955922785
3064	chr17:35765322-35765348-	NoOverlap	chr17	35765322	35765348	-	5.03616666667	9	0.8082	-7.30772222222	12.3438888889	NA	-0.0782049445566	0.90690347616
3065	chr17:48908390-48908428+	NoOverlap	chr17	48908390	48908428	+	4.19739230769	13	0.8845	4.23283076923	-0.0354384615385	NA	-0.0783037345234	0.306135660119
3066	chr17:50835495-50835542-	NoOverlap	chr17	50835495	50835542	-	1.84924375	16	0.9032	0.50591875	1.343325	NA	-0.0783571609104	0.418498851775
3067	chr17:48908392-48908430-	NoOverlap	chr17	48908392	48908430	-	4.23283076923	13	0.8818	4.19739230769	0.0354384615385	NA	-0.078376404288	0.309538666515
3068	chr17:62627359-62627391+	NoOverlap	chr17	62627359	62627391	+	4.51605454545	11	0.7767	-3.29249090909	7.80854545455	NA	-0.0784580363465	0.725471715675
3069	chr17:4710684-4710725+	NoOverlap	chr17	4710684	4710725	+	2.70977142857	14	0.9188	2.50475714286	0.205014285714	NA	-0.0784749212486	0.338831901695
3070	chr17:7484290-7484319+	NoOverlap	chr17	7484290	7484319	+	2.76608	10	0.9674	1.3103	1.45578	NA	-0.0785016324903	0.381908099221
3071	chr17:60677900-60677926-	NoOverlap	chr17	60677900	60677926	-	2.11797777778	9	0.9924	1.64398888889	0.473988888889	NA	-0.0785463255629	0.332463789813
3072	chr17:49192567-49192596-	NoOverlap	chr17	49192567	49192596	-	1.74574	10	0.989	1.44188	0.30386	NA	-0.0787216226484	0.332799907669
3073	chr17:48555436-48555501-	NoOverlap	chr17	48555436	48555501	-	-0.7589	22	0.91	-0.232809090909	-0.526090909091	NA	-0.0787968205334	0.376036690758
3074	chr17:63799573-63799599-	NoOverlap	chr17	63799573	63799599	-	1.57871111111	9	1.0	1.10858888889	0.470122222222	NA	-0.0789397000846	0.337706983632
3075	chr17:39530783-39530809-	NoOverlap	chr17	39530783	39530809	-	1.18383333333	9	0.9996	-0.976411111111	2.16024444444	NA	-0.0790398623859	0.425462633406
3076	chr17:61381015-61381044+	NoOverlap	chr17	61381015	61381044	+	0.99345	10	1.0	0.6997	0.29375	NA	-0.0791267677632	0.339862376954
3077	chr17:49575778-49575810-	NoOverlap	chr17	49575778	49575810	-	2.26392727273	11	0.6532	-2.29007272727	4.554	NA	-0.0791630015167	0.558232318307
3078	chr17:1456225-1456272+	NoOverlap	chr17	1456225	1456272	+	2.23156875	16	0.8811	0.4874	1.74416875	NA	-0.0792125363512	0.437622824399
3079	chr17:28759708-28759740-	NoOverlap	chr17	28759708	28759740	-	0.992972727273	11	0.9855	-0.762018181818	1.75499090909	NA	-0.0792761139466	0.41770454861
3080	chr17:38869986-38870027+	NoOverlap	chr17	38869986	38870027	+	3.59986428571	14	0.7609	2.51449285714	1.08537142857	NA	-0.0792948355277	0.378117125862
3081	chr17:30731780-30731827+	NoOverlap	chr17	30731780	30731827	+	3.1669625	16	0.8176	3.72160625	-0.55464375	NA	-0.079418953151	0.304929947019
3082	chr17:1714781-1714819+	NoOverlap	chr17	1714781	1714819	+	2.40700769231	13	0.9185	-1.58616153846	3.99316923077	NA	-0.0795501874397	0.541365026425
3083	chr17:7329313-7329363-	Extension	chr17	7329313	7329363	-	1.81342352941	17	0.8802	0.508305882353	1.30511764706	chr17:7329028-7329363-	-0.0796001158414	0.422598887534
3084	chr17:38428942-38428986+	NoOverlap	chr17	38428942	38428986	+	3.2586	15	0.7774	2.24290666667	1.01569333333	NA	-0.0796006651014	0.383158584934
3085	chr17:17782191-17782226+	NoOverlap	chr17	17782191	17782226	+	4.6746	12	0.7849	1.43585833333	3.23874166667	NA	-0.0800519812012	0.478478664537
3086	chr17:48578372-48578410-	NoOverlap	chr17	48578372	48578410	-	-0.0110307692308	13	0.9882	-0.354676923077	0.343646153846	NA	-0.08017476401	0.366512838321
3087	chr17:73092572-73092610-	NoOverlap	chr17	73092572	73092610	-	4.17149230769	13	0.8469	1.63150769231	2.53998461538	NA	-0.0806145572554	0.448999992715
3088	chr17:7712331-7712381+	NoOverlap	chr17	7712331	7712381	+	-2.18675294118	17	0.9924	-1.73465882353	-0.452094117647	NA	-0.0807862120193	0.368899456179
3089	chr17:38453629-38453655+	NoOverlap	chr17	38453629	38453655	+	6.21631111111	9	0.748	4.36624444444	1.85006666667	NA	-0.0808690078161	0.365476974429
3090	chr17:39598676-39598702-	NoOverlap	chr17	39598676	39598702	-	1.63384444444	9	0.9806	-3.20225555556	4.8361	NA	-0.0812478428994	0.561046439779
3091	chr17:67244960-67244992+	NoOverlap	chr17	67244960	67244992	+	4.43584545455	11	0.7267	2.07907272727	2.35677272727	NA	-0.0816970546176	0.423119499618
3092	chr17:73999239-73999268-	NoOverlap	chr17	73999239	73999268	-	3.57037	10	0.9227	-2.34604	5.91641	NA	-0.0822362767367	0.619543239578
3093	chr17:7549034-7549060-	NoOverlap	chr17	7549034	7549060	-	5.94464444444	9	0.8665	0.309911111111	5.63473333333	NA	-0.0822905172884	0.584317218812
3094	chr17:61397227-61397292+	NoOverlap	chr17	61397227	61397292	+	0.250668181818	22	0.8123	0.128954545455	0.121713636364	NA	-0.0828441449279	0.399931285879
3095	chr17:32487575-32487619-	Extension	chr17	32487575	32487619	-	1.21572	15	0.8816	-6.37280666667	7.58852666667	chr17:32487575-32487829-	-0.082871901158	0.74416039453
3096	chr17:43025320-43025346-	Extension	chr17	43025320	43025346	-	5.66233333333	9	0.7413	0.689711111111	4.97262222222	chr17:43025320-43025424-	-0.0829666025315	0.548451446358
3097	chr17:79810443-79810472-	NoOverlap	chr17	79810443	79810472	-	4.34901	10	0.7737	-6.29014	10.63915	NA	-0.0830294735769	0.848998148342
3098	chr17:47189049-47189075-	NoOverlap	chr17	47189049	47189075	-	5.24795555556	9	0.8902	-0.923466666667	6.17142222222	NA	-0.083505172221	0.618340620477
3099	chr17:7404850-7404903+	NoOverlap	chr17	7404850	7404903	+	1.83916111111	18	0.7839	1.76664444444	0.0725166666667	NA	-0.0836434845104	0.361510763765
3100	chr17:61946943-61946975+	NoOverlap	chr17	61946943	61946975	+	0.701145454545	11	0.9758	-3.71849090909	4.41963636364	NA	-0.0836471777023	0.556153182395
3101	chr17:48149534-48149560-	NoOverlap	chr17	48149534	48149560	-	1.27588888889	9	1.0	0.335844444444	0.940044444444	NA	-0.0837738794058	0.363660243324
3102	chr17:37790296-37790331+	NoOverlap	chr17	37790296	37790331	+	-0.0486083333333	12	0.9967	0.0279916666667	-0.0766	NA	-0.0838031865676	0.342089789335
3103	chr17:32266578-32266631+	NoOverlap	chr17	32266578	32266631	+	1.70602222222	18	0.8463	0.819772222222	0.88625	NA	-0.083831220464	0.406442214941
3104	chr17:36705421-36705453+	NoOverlap	chr17	36705421	36705453	+	0.0526090909091	11	1.0	-0.915572727273	0.968181818182	NA	-0.0838340254445	0.386101156327
3105	chr17:38604675-38604719-	NoOverlap	chr17	38604675	38604719	-	2.45972	15	0.8637	-1.36335333333	3.82307333333	NA	-0.0840386326412	0.545744425958
3106	chr17:58003657-58003692-	NoOverlap	chr17	58003657	58003692	-	0.552575	12	0.9821	-0.74345	1.296025	NA	-0.0840764748035	0.403430567129
3107	chr17:50865074-50865100+	NoOverlap	chr17	50865074	50865100	+	3.78	9	0.952	1.3069	2.4731	NA	-0.0841902202958	0.421786224546
3108	chr17:61942724-61942750-	NoOverlap	chr17	61942724	61942750	-	1.53591111111	9	0.9925	-0.410833333333	1.94674444444	NA	-0.0841921044948	0.411932763707
3109	chr17:2593946-2594002+	NoOverlap	chr17	2593946	2594002	+	1.26415789474	19	0.8043	0.0123736842105	1.25178421053	NA	-0.0847646527516	0.435552671949
3110	chr17:28195775-28195804+	NoOverlap	chr17	28195775	28195804	+	0.69003	10	0.9946	-1.43401	2.12404	NA	-0.0849874013249	0.432893010785
3111	chr17:2593672-2593710-	NoOverlap	chr17	2593672	2593710	-	4.06522307692	13	0.8162	1.14816153846	2.91706153846	NA	-0.085164430131	0.471323945499
3112	chr17:32444488-32444523+	Extension	chr17	32444488	32444523	+	2.44345	12	0.9214	-2.58173333333	5.02518333333	chr17:32444488-32444613+	-0.0856082918867	0.590273118458
3113	chr17:48544805-48544846-	NoOverlap	chr17	48544805	48544846	-	0.0326857142857	14	0.9746	-0.351271428571	0.383957142857	NA	-0.0856609690657	0.373065980905
3114	chr17:147384-147410+	NoOverlap	chr17	147384	147410	+	6.4645	9	0.8656	4.04646666667	2.41803333333	NA	-0.0857604117618	0.395259582297
3115	chr17:2191910-2191948-	NoOverlap	chr17	2191910	2191948	-	-0.964615384615	13	0.9976	-1.82876923077	0.864153846154	NA	-0.0857702366173	0.399609939316
3116	chr17:45221813-45221857+	NoOverlap	chr17	45221813	45221857	+	0.771746666667	15	0.6693	-0.718666666667	1.49041333333	NA	-0.086374705783	0.428521293174
3117	chr17:69414657-69414686-	NoOverlap	chr17	69414657	69414686	-	0.4477	10	0.9996	-0.9938	1.4415	NA	-0.0866756348723	0.400730843638
3118	chr17:7307744-7307770-	NoOverlap	chr17	7307744	7307770	-	6.04201111111	9	0.7595	2.99261111111	3.0494	NA	-0.0867727428171	0.435108592967
3119	chr17:38869991-38870023+	NoOverlap	chr17	38869991	38870023	+	4.18976363636	11	0.7579	-2.26322727273	6.45299090909	NA	-0.0868172581855	0.654622387734
3120	chr17:2071947-2071976-	NoOverlap	chr17	2071947	2071976	-	-0.26325	10	1.0	-4.15258	3.88933	NA	-0.086972299123	0.525692777943
3121	chr17:46225308-46225358+	NoOverlap	chr17	46225308	46225358	+	1.12079411765	17	0.8342	-4.79748235294	5.91827647059	NA	-0.0870236351112	0.675877035653
3122	chr17:1436745-1436774-	NoOverlap	chr17	1436745	1436774	-	2.19072	10	0.9682	-0.18392	2.37464	NA	-0.0870304853003	0.435144061398
3123	chr17:1628492-1628527+	NoOverlap	chr17	1628492	1628527	+	1.84819166667	12	0.9512	-0.397516666667	2.24570833333	NA	-0.0875288611227	0.443011725191
3124	chr17:48555742-48555768+	NoOverlap	chr17	48555742	48555768	+	4.25168888889	9	0.8896	-5.11113333333	9.36282222222	NA	-0.0876658458562	0.784218986586
3125	chr17:38706334-38706366+	NoOverlap	chr17	38706334	38706366	+	3.87901818182	11	0.9169	1.88882727273	1.99019090909	NA	-0.0877713547262	0.407264759083
3126	chr17:50561273-50561299+	NoOverlap	chr17	50561273	50561299	+	5.57457777778	9	0.7461	1.11603333333	4.45854444444	NA	-0.0880063161488	0.519674527264
3127	chr17:42796557-42796586+	NoOverlap	chr17	42796557	42796586	+	-1.20723	10	1.0	-7.83723	6.63	NA	-0.0880254632755	0.65403025202
3128	chr17:2593942-2594001-	NoOverlap	chr17	2593942	2594001	-	0.806265	20	0.8041	0.163215	0.64305	NA	-0.0880372197125	0.411906179949
3129	chr17:28950929-28950967-	NoOverlap	chr17	28950929	28950967	-	0.576869230769	13	0.9671	-1.18177692308	1.75864615385	NA	-0.0880884566023	0.432295980192
3130	chr17:39700194-39700226-	NoOverlap	chr17	39700194	39700226	-	5.27011818182	11	0.829	2.9267	2.34341818182	NA	-0.0884406473543	0.415453180837
3131	chr17:4365412-4365447+	NoOverlap	chr17	4365412	4365447	+	3.02845833333	12	0.9197	0.579916666667	2.44854166667	NA	-0.0886854977597	0.445637417206
3132	chr17:79096769-79096795-	NoOverlap	chr17	79096769	79096795	-	1.58365555556	9	0.9714	-4.37523333333	5.95888888889	NA	-0.0888997992994	0.618513666593
3133	chr17:44200079-44200108+	NoOverlap	chr17	44200079	44200108	+	5.00898	10	0.7357	4.53614	0.47284	NA	-0.0889427215138	0.308298852577
3134	chr17:29390653-29390685-	NoOverlap	chr17	29390653	29390685	-	4.05789090909	11	0.7593	-2.67438181818	6.73227272727	NA	-0.0890347114656	0.66999925935
3135	chr17:67377345-67377371-	NoOverlap	chr17	67377345	67377371	-	6.06988888889	9	0.7782	1.81468888889	4.2552	NA	-0.0892160762746	0.504339440992
3136	chr17:39562994-39563032+	NoOverlap	chr17	39562994	39563032	+	-0.477407692308	13	0.9827	-2.69592307692	2.21851538462	NA	-0.0893291984971	0.462108855163
3137	chr17:40092989-40093018-	Extension	chr17	40092989	40093018	-	0.28005	10	1.0	-1.27465	1.5547	chr17:40092989-40093168-	-0.0894532236407	0.407603815136
3138	chr17:81394028-81394057+	NoOverlap	chr17	81394028	81394057	+	4.4701	10	0.9131	1.96979	2.50031	NA	-0.0901582882204	0.424207103214
3139	chr17:48602747-48602776-	NoOverlap	chr17	48602747	48602776	-	0.36929	10	0.9828	-4.93806	5.30735	NA	-0.0902271487985	0.594389232177
3140	chr17:48593778-48593804-	NoOverlap	chr17	48593778	48593804	-	1.05908888889	9	1.0	0.323844444444	0.735244444444	NA	-0.090401148393	0.355686395211
3141	chr17:44199092-44199118-	NoOverlap	chr17	44199092	44199118	-	5.46123333333	9	0.8549	-1.80656666667	7.2678	NA	-0.0904528290863	0.677079142066
3142	chr17:40351172-40351210+	NoOverlap	chr17	40351172	40351210	+	2.43766923077	13	0.9182	0.0575461538462	2.38012307692	NA	-0.0904650081479	0.452443656034
3143	chr17:48636759-48636785+	NoOverlap	chr17	48636759	48636785	+	3.56313333333	9	0.9501	0.764166666667	2.79896666667	NA	-0.0906498440176	0.441314127111
3144	chr17:35670859-35670906+	NoOverlap	chr17	35670859	35670906	+	-0.744375	16	0.9706	0.0045125	-0.7488875	NA	-0.0911306737129	0.33621794046
3145	chr17:41688941-41688979-	NoOverlap	chr17	41688941	41688979	-	3.49649230769	13	0.8251	-1.26927692308	4.76576923077	NA	-0.0912369211811	0.57966505178
3146	chr17:8630667-8630708+	NoOverlap	chr17	8630667	8630708	+	1.54243571429	14	0.9311	-0.167364285714	1.7098	NA	-0.0912379792206	0.428678407743
3147	chr17:38869984-38870022-	NoOverlap	chr17	38869984	38870022	-	3.47433076923	13	0.7575	1.5773	1.89703076923	NA	-0.0913242386567	0.418056228866
3148	chr17:40092489-40092524+	NoOverlap	chr17	40092489	40092524	+	-0.691716666667	12	0.9971	-1.95860833333	1.26689166667	NA	-0.0913357457096	0.411565863637
3149	chr17:49678102-49678149+	NoOverlap	chr17	49678102	49678149	+	0.0077	16	0.9172	-5.34129375	5.34899375	NA	-0.09194633668	0.63855192512
3150	chr17:50151089-50151130-	NoOverlap	chr17	50151089	50151130	-	3.28839285714	14	0.8534	1.56787857143	1.72051428571	NA	-0.0920050690079	0.415963701197
3151	chr17:73092630-73092662+	NoOverlap	chr17	73092630	73092662	+	5.09683636364	11	0.8613	3.8643	1.23253636364	NA	-0.0921751303154	0.354534337251
3152	chr17:8226992-8227018+	NoOverlap	chr17	8226992	8227018	+	1.17764444444	9	1.0	1.30136666667	-0.123722222222	NA	-0.0922487743442	0.31344546928
3153	chr17:27308578-27308610-	NoOverlap	chr17	27308578	27308610	-	0.335272727273	11	0.9913	-0.562390909091	0.897663636364	NA	-0.0922547567044	0.380254953247
3154	chr17:48555702-48555740+	NoOverlap	chr17	48555702	48555740	+	2.43054615385	13	0.8818	-3.83415384615	6.2647	NA	-0.0923543588247	0.663899835942
3155	chr17:8159173-8159199+	NoOverlap	chr17	8159173	8159199	+	1.45096666667	9	0.9903	-0.156	1.60696666667	NA	-0.0924364071792	0.39537560892
3156	chr17:7217574-7217621+	NoOverlap	chr17	7217574	7217621	+	1.06101875	16	0.901	-2.02625	3.08726875	NA	-0.092441323065	0.518062016152
3157	chr17:58980289-58980315+	NoOverlap	chr17	58980289	58980315	+	0.762833333333	9	1.0	-0.827755555556	1.59058888889	NA	-0.0926183881321	0.400196976124
3158	chr17:753376-753405-	NoOverlap	chr17	753376	753405	-	5.72955	10	0.8558	4.01463	1.71492	NA	-0.092689906097	0.369119578008
3159	chr17:77373024-77373050-	NoOverlap	chr17	77373024	77373050	-	3.89065555556	9	0.6952	-1.0318	4.92245555556	NA	-0.0929991718101	0.556194887
3160	chr17:4982115-4982150+	NoOverlap	chr17	4982115	4982150	+	-0.807341666667	12	1.0	-1.396325	0.588983333333	NA	-0.0932025272681	0.380395871092
3161	chr17:7844108-7844167-	NoOverlap	chr17	7844108	7844167	-	-0.368545	20	0.9066	-0.29797	-0.070575	NA	-0.0934340115492	0.38486151387
3162	chr17:58003931-58003963-	NoOverlap	chr17	58003931	58003963	-	-0.0607727272727	11	0.9921	-2.15025454545	2.08948181818	NA	-0.0934543645532	0.441842887844
3163	chr17:40089351-40089407+	NoOverlap	chr17	40089351	40089407	+	0.0311684210526	19	0.9018	-0.750915789474	0.782084210526	NA	-0.0936804865949	0.419699377557
3164	chr17:81395273-81395311-	NoOverlap	chr17	81395273	81395311	-	2.00538461538	13	0.844	-7.86313846154	9.86852307692	NA	-0.093744831549	0.83368414356
3165	chr17:47650107-47650163+	NoOverlap	chr17	47650107	47650163	+	0.927	19	0.8538	0.544363157895	0.382636842105	NA	-0.0938539495984	0.391523747233
3166	chr17:46192602-46192655-	NoOverlap	chr17	46192602	46192655	-	0.491072222222	18	0.9162	1.74456666667	-1.25349444444	NA	-0.0940857580846	0.308014599306
3167	chr17:31094972-31095031-	NoOverlap	chr17	31094972	31095031	-	-0.23113	20	0.8908	-1.2178	0.98667	NA	-0.09422795537	0.437835008388
3168	chr17:64505441-64505470+	NoOverlap	chr17	64505441	64505470	+	5.2768	10	0.8721	2.54381	2.73299	NA	-0.0943288274812	0.430665833099
3169	chr17:48577740-48577769+	NoOverlap	chr17	48577740	48577769	+	2.26622	10	0.945	-3.34524	5.61146	NA	-0.094347067679	0.606982406907
3170	chr17:42676947-42676988+	NoOverlap	chr17	42676947	42676988	+	3.16864285714	14	0.8681	2.22866428571	0.939978571429	NA	-0.0945571193678	0.373921068454
3171	chr17:4897391-4897429+	NoOverlap	chr17	4897391	4897429	+	-1.07485384615	13	0.9745	-6.32867692308	5.25382307692	NA	-0.0951591352779	0.611998866355
3172	chr17:44200138-44200173-	NoOverlap	chr17	44200138	44200173	-	4.16196666667	12	0.7878	1.42245	2.73951666667	NA	-0.095205780406	0.453635470006
3173	chr17:39618401-39618439-	NoOverlap	chr17	39618401	39618439	-	0.987876923077	13	0.9522	-1.01525384615	2.00313076923	NA	-0.0958952739667	0.442122741238
3174	chr17:8226662-8226688-	NoOverlap	chr17	8226662	8226688	-	0.884244444444	9	1.0	0.4014	0.482844444444	NA	-0.0961326936015	0.345219272457
3175	chr17:7848536-7848565-	NoOverlap	chr17	7848536	7848565	-	3.32475	10	0.6984	-0.18008	3.50483	NA	-0.0966987311496	0.488527126097
3176	chr17:28041706-28041741-	NoOverlap	chr17	28041706	28041741	-	0.485675	12	0.9757	-0.7101	1.195775	NA	-0.096737350177	0.398946560836
3177	chr17:39401368-39401418-	NoOverlap	chr17	39401368	39401418	-	0.180305882353	17	0.8405	-7.77252941176	7.95283529412	NA	-0.0967822090174	0.771276379337
3178	chr17:75964508-75964540-	NoOverlap	chr17	75964508	75964540	-	2.03607272727	11	0.6814	-2.31684545455	4.35291818182	NA	-0.096958380255	0.54833624053
3179	chr17:4498773-4498799-	NoOverlap	chr17	4498773	4498799	-	4.73021111111	9	0.8267	-5.54335555556	10.2735666667	NA	-0.097257942448	0.825148452892
3180	chr17:40219345-40219380+	NoOverlap	chr17	40219345	40219380	+	4.172375	12	0.8261	1.025625	3.14675	NA	-0.0975264735405	0.476730005194
3181	chr17:51260073-51260105+	NoOverlap	chr17	51260073	51260105	+	2.0219	11	0.9518	-0.424354545455	2.44625454545	NA	-0.0976149691266	0.446323148268
3182	chr17:31030191-31030217+	NoOverlap	chr17	31030191	31030217	+	-0.480711111111	9	0.6147	-1.45621111111	0.9755	NA	-0.0979870918584	0.381053458653
3183	chr17:36545855-36545899+	NoOverlap	chr17	36545855	36545899	+	0.191493333333	15	0.9361	-3.09940666667	3.2909	NA	-0.0980802931249	0.525832861685
3184	chr17:73644450-73644485-	NoOverlap	chr17	73644450	73644485	-	3.32960833333	12	0.8462	-3.20623333333	6.53584166667	NA	-0.0988449232932	0.669205748373
3185	chr17:48048382-48048411-	NoOverlap	chr17	48048382	48048411	-	4.07512	10	0.8852	-2.21494	6.29006	NA	-0.0988883430676	0.638018351048
3186	chr17:7251298-7251333-	NoOverlap	chr17	7251298	7251333	-	2.89694166667	12	0.8916	-2.10525833333	5.0022	NA	-0.0993368350736	0.587556072564
3187	chr17:7885524-7885571+	NoOverlap	chr17	7885524	7885571	+	0.27761875	16	0.698	-1.6540375	1.93165625	NA	-0.0995588210146	0.460666118708
3188	chr17:44200354-44200386-	NoOverlap	chr17	44200354	44200386	-	3.94783636364	11	0.8962	1.37571818182	2.57211818182	NA	-0.0997070802471	0.439071539788
3189	chr17:45161421-45161453+	NoOverlap	chr17	45161421	45161453	+	3.24179090909	11	0.9322	2.85407272727	0.387718181818	NA	-0.0998568909235	0.327121133727
3190	chr17:29390530-29390574-	NoOverlap	chr17	29390530	29390574	-	1.88559333333	15	0.7635	-1.66168666667	3.54728	NA	-0.100073242731	0.532929281506
3191	chr17:59893776-59893802+	NoOverlap	chr17	59893776	59893802	+	1.42651111111	9	0.9833	-0.953266666667	2.37977777778	NA	-0.100113715251	0.434900173566
3192	chr17:2067722-2067751-	NoOverlap	chr17	2067722	2067751	-	-0.17592	10	1.0	-1.79858	1.62266	NA	-0.100290537717	0.414348365239
3193	chr17:49995226-49995255-	NoOverlap	chr17	49995226	49995255	-	0.58133	10	0.9783	-3.71191	4.29324	NA	-0.100363947503	0.543335947284
3194	chr17:7651539-7651586+	NoOverlap	chr17	7651539	7651586	+	-0.68130625	16	0.9558	-1.5103	0.82899375	NA	-0.10045993987	0.41123995588
3195	chr17:32211084-32211113+	Extension	chr17	32211084	32211113	+	0.21395	10	0.9842	-4.00187	4.21582	chr17:32211084-32211191+	-0.100542983426	0.540485217765
3196	chr17:44308589-44308633-	NoOverlap	chr17	44308589	44308633	-	2.4181	15	0.7744	1.76259333333	0.655506666667	NA	-0.100609451762	0.370909831448
3197	chr17:7549109-7549153+	Extension	chr17	7549109	7549153	+	1.73467333333	15	0.8799	-1.63962	3.37429333333	chr17:7549109-7549288+	-0.100691629753	0.524095961767
3198	chr17:1456224-1456271-	NoOverlap	chr17	1456224	1456271	-	1.91070625	16	0.8802	2.20078125	-0.290075	NA	-0.100907495953	0.331363061742
3199	chr17:38675054-38675080+	NoOverlap	chr17	38675054	38675080	+	4.40761111111	9	0.886	-3.03733333333	7.44494444444	NA	-0.100919173876	0.689869369602
3200	chr17:17782051-17782083-	NoOverlap	chr17	17782051	17782083	-	3.51453636364	11	0.7774	-4.42512727273	7.93966363636	NA	-0.100991978077	0.733053748176
3201	chr17:78359084-78359116+	NoOverlap	chr17	78359084	78359116	+	3.23433636364	11	0.9263	1.93843636364	1.2959	NA	-0.101157700837	0.375058877712
3202	chr17:82273458-82273520-	NoOverlap	chr17	82273458	82273520	-	-0.999695238095	21	0.727	-1.61801428571	0.618319047619	NA	-0.101174635284	0.430043656317
